loaded 10000 candidate prompts (skip_lines=0)
  gen 7625 (skip 0) | gen_tok 3387157 | 127.4 tok/s aggregate | 26585.6s
  gen 7650 (skip 0) | gen_tok 3397698 | 127.4 tok/s aggregate | 26659.5s
  gen 7675 (skip 0) | gen_tok 3408964 | 127.5 tok/s aggregate | 26741.9s
  gen 7700 (skip 0) | gen_tok 3420446 | 127.5 tok/s aggregate | 26831.5s
  gen 7725 (skip 0) | gen_tok 3432111 | 127.5 tok/s aggregate | 26916.7s
  gen 7750 (skip 0) | gen_tok 3443536 | 127.5 tok/s aggregate | 26998.4s
  gen 7775 (skip 0) | gen_tok 3455141 | 127.6 tok/s aggregate | 27087.6s
  gen 7800 (skip 0) | gen_tok 3465801 | 127.5 tok/s aggregate | 27172.7s
  gen 7825 (skip 0) | gen_tok 3477329 | 127.5 tok/s aggregate | 27262.9s
  gen 7850 (skip 0) | gen_tok 3487958 | 127.6 tok/s aggregate | 27335.7s
  gen 7875 (skip 0) | gen_tok 3499575 | 127.6 tok/s aggregate | 27415.4s
  gen 7900 (skip 0) | gen_tok 3510339 | 127.6 tok/s aggregate | 27506.0s
  gen 7925 (skip 0) | gen_tok 3520542 | 127.7 tok/s aggregate | 27576.8s
  gen 7950 (skip 0) | gen_tok 3531143 | 127.6 tok/s aggregate | 27667.0s
  gen 7975 (skip 0) | gen_tok 3542953 | 127.7 tok/s aggregate | 27748.4s
  gen 8000 (skip 0) | gen_tok 3555165 | 127.7 tok/s aggregate | 27834.7s
  gen 8025 (skip 0) | gen_tok 3566161 | 127.8 tok/s aggregate | 27913.0s
  gen 8050 (skip 0) | gen_tok 3577535 | 127.8 tok/s aggregate | 27994.7s
  gen 8075 (skip 0) | gen_tok 3589503 | 127.8 tok/s aggregate | 28084.7s
  gen 8100 (skip 0) | gen_tok 3601335 | 127.8 tok/s aggregate | 28175.1s
  gen 8125 (skip 0) | gen_tok 3612638 | 127.8 tok/s aggregate | 28259.1s
  gen 8150 (skip 0) | gen_tok 3623430 | 127.9 tok/s aggregate | 28335.5s
  gen 8175 (skip 0) | gen_tok 3635471 | 127.9 tok/s aggregate | 28426.4s
  gen 8200 (skip 0) | gen_tok 3647085 | 127.9 tok/s aggregate | 28514.9s
  gen 8225 (skip 0) | gen_tok 3658264 | 127.9 tok/s aggregate | 28602.7s
  gen 8250 (skip 0) | gen_tok 3669782 | 127.9 tok/s aggregate | 28688.3s
  gen 8275 (skip 0) | gen_tok 3681753 | 127.9 tok/s aggregate | 28777.1s
  gen 8300 (skip 0) | gen_tok 3692645 | 127.9 tok/s aggregate | 28862.1s
  gen 8325 (skip 0) | gen_tok 3703183 | 128.0 tok/s aggregate | 28937.4s
  gen 8350 (skip 0) | gen_tok 3714038 | 128.0 tok/s aggregate | 29022.1s
  gen 8375 (skip 0) | gen_tok 3725101 | 128.0 tok/s aggregate | 29103.3s
  gen 8400 (skip 0) | gen_tok 3735935 | 128.0 tok/s aggregate | 29180.5s
  gen 8425 (skip 0) | gen_tok 3747308 | 128.0 tok/s aggregate | 29267.8s
  gen 8450 (skip 0) | gen_tok 3758598 | 128.1 tok/s aggregate | 29347.2s
  gen 8475 (skip 0) | gen_tok 3769908 | 128.1 tok/s aggregate | 29429.0s
  gen 8500 (skip 0) | gen_tok 3780564 | 128.1 tok/s aggregate | 29512.0s
  gen 8525 (skip 0) | gen_tok 3792154 | 128.1 tok/s aggregate | 29593.6s
  gen 8550 (skip 0) | gen_tok 3804086 | 128.2 tok/s aggregate | 29683.3s
  gen 8575 (skip 0) | gen_tok 3815918 | 128.2 tok/s aggregate | 29770.1s
  gen 8600 (skip 0) | gen_tok 3827685 | 128.2 tok/s aggregate | 29856.2s
  gen 8625 (skip 0) | gen_tok 3839453 | 128.2 tok/s aggregate | 29945.5s
  gen 8650 (skip 0) | gen_tok 3850740 | 128.2 tok/s aggregate | 30030.1s
  gen 8675 (skip 0) | gen_tok 3861948 | 128.2 tok/s aggregate | 30117.8s
  gen 8700 (skip 0) | gen_tok 3873396 | 128.3 tok/s aggregate | 30194.1s
  gen 8725 (skip 0) | gen_tok 3883950 | 128.3 tok/s aggregate | 30271.1s
  gen 8750 (skip 0) | gen_tok 3894593 | 128.3 tok/s aggregate | 30355.4s
  gen 8775 (skip 0) | gen_tok 3905843 | 128.3 tok/s aggregate | 30437.9s
  gen 8800 (skip 0) | gen_tok 3917214 | 128.4 tok/s aggregate | 30519.5s
  gen 8825 (skip 0) | gen_tok 3927960 | 128.3 tok/s aggregate | 30607.5s
  gen 8850 (skip 0) | gen_tok 3940042 | 128.3 tok/s aggregate | 30698.4s
  gen 8875 (skip 0) | gen_tok 3951944 | 128.4 tok/s aggregate | 30785.5s
  gen 8900 (skip 0) | gen_tok 3963044 | 128.4 tok/s aggregate | 30875.3s
  gen 8925 (skip 0) | gen_tok 3974477 | 128.4 tok/s aggregate | 30954.1s
  gen 8950 (skip 0) | gen_tok 3985440 | 128.4 tok/s aggregate | 31033.8s
  gen 8975 (skip 0) | gen_tok 3995926 | 128.4 tok/s aggregate | 31121.0s
  gen 9000 (skip 0) | gen_tok 4006586 | 128.4 tok/s aggregate | 31193.5s
  gen 9025 (skip 0) | gen_tok 4017912 | 128.4 tok/s aggregate | 31280.6s
  gen 9050 (skip 0) | gen_tok 4029398 | 128.5 tok/s aggregate | 31366.3s
  gen 9075 (skip 0) | gen_tok 4040887 | 128.5 tok/s aggregate | 31456.2s
  gen 9100 (skip 0) | gen_tok 4051992 | 128.5 tok/s aggregate | 31532.1s
  gen 9125 (skip 0) | gen_tok 4064075 | 128.5 tok/s aggregate | 31621.5s
  gen 9150 (skip 0) | gen_tok 4075024 | 128.5 tok/s aggregate | 31700.5s
  gen 9175 (skip 0) | gen_tok 4086443 | 128.6 tok/s aggregate | 31787.2s
  gen 9200 (skip 0) | gen_tok 4097957 | 128.6 tok/s aggregate | 31871.1s
  gen 9225 (skip 0) | gen_tok 4107840 | 128.5 tok/s aggregate | 31955.4s
  gen 9250 (skip 0) | gen_tok 4119122 | 128.6 tok/s aggregate | 32041.3s
  gen 9275 (skip 0) | gen_tok 4130071 | 128.5 tok/s aggregate | 32130.5s
  gen 9300 (skip 0) | gen_tok 4141401 | 128.6 tok/s aggregate | 32202.8s
  gen 9325 (skip 0) | gen_tok 4152783 | 128.6 tok/s aggregate | 32289.4s
  gen 9350 (skip 0) | gen_tok 4163873 | 128.6 tok/s aggregate | 32368.0s
  gen 9375 (skip 0) | gen_tok 4175839 | 128.6 tok/s aggregate | 32460.4s
  gen 9400 (skip 0) | gen_tok 4187886 | 128.7 tok/s aggregate | 32538.1s
  gen 9425 (skip 0) | gen_tok 4197254 | 128.7 tok/s aggregate | 32613.4s
  gen 9450 (skip 0) | gen_tok 4208070 | 128.7 tok/s aggregate | 32690.9s
  gen 9475 (skip 0) | gen_tok 4218532 | 128.7 tok/s aggregate | 32771.1s
  gen 9500 (skip 0) | gen_tok 4230741 | 128.7 tok/s aggregate | 32862.8s
  gen 9525 (skip 0) | gen_tok 4241886 | 128.8 tok/s aggregate | 32944.7s
  gen 9550 (skip 0) | gen_tok 4252720 | 128.7 tok/s aggregate | 33034.1s
  gen 9575 (skip 0) | gen_tok 4264058 | 128.8 tok/s aggregate | 33114.9s
  gen 9600 (skip 0) | gen_tok 4275123 | 128.8 tok/s aggregate | 33193.4s
  gen 9625 (skip 0) | gen_tok 4287015 | 128.8 tok/s aggregate | 33286.7s
  gen 9650 (skip 0) | gen_tok 4298180 | 128.8 tok/s aggregate | 33373.1s
  gen 9675 (skip 0) | gen_tok 4309052 | 128.8 tok/s aggregate | 33456.4s
  gen 9700 (skip 0) | gen_tok 4320016 | 128.8 tok/s aggregate | 33537.2s
  gen 9725 (skip 0) | gen_tok 4331287 | 128.8 tok/s aggregate | 33617.1s
  gen 9750 (skip 0) | gen_tok 4343143 | 128.9 tok/s aggregate | 33704.9s
  gen 9775 (skip 0) | gen_tok 4353184 | 128.9 tok/s aggregate | 33778.6s
  gen 9800 (skip 0) | gen_tok 4364494 | 128.9 tok/s aggregate | 33861.7s
  gen 9825 (skip 0) | gen_tok 4376023 | 128.9 tok/s aggregate | 33946.2s
  gen 9850 (skip 0) | gen_tok 4386970 | 128.9 tok/s aggregate | 34033.7s
  gen 9875 (skip 0) | gen_tok 4398320 | 128.9 tok/s aggregate | 34115.1s
  gen 9900 (skip 0) | gen_tok 4409032 | 128.9 tok/s aggregate | 34196.1s
  gen 9925 (skip 0) | gen_tok 4419688 | 129.0 tok/s aggregate | 34273.5s
  gen 9950 (skip 0) | gen_tok 4430306 | 129.0 tok/s aggregate | 34350.2s
  gen 9975 (skip 0) | gen_tok 4441995 | 129.0 tok/s aggregate | 34441.1s
  gen 10000 (skip 0) | gen_tok 4453831 | 128.9 tok/s aggregate | 34541.1s
=== gen done === samples=10000 skip=0 gen_tokens=4453831 time=34541.1s aggregate=128.9 tok/s
out: prompts_gen_broad2_a.jsonl
